Name,Building,Doc Type
CTY_11310_HGW_CWD_032_233113_Metal_Ducts_Building_Attachments.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_033_232113_Hydronic_Piping.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_034_079200_Joint_Sealants_(Glazing).pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_037_092900_Gypsum_Board.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_038_260519_Wire_and_Cable.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_039_260526_Grounding_and_Bonding.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_040_260529_Hangers_and_Supports_for_HVAC_Piping_and_Equipment.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_041.1_260533_Raceways_and_Boxes.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_041_260533_Raceways_and_Boxes.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_042_262726_Wiring_Devices_and_Connectors.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_043.1_262816_Circuit_and_Motor_Disconnects.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_043_262816_Circuit_and_Motor_Disconnects.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_044.1_261116_262200_262413_262416_Substation_Transformer_Switchboard_Panelboard.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_044_261116_262200_262413_262416_Substation_Transformer_Switchboard_Panelboard.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_045.1_Elevator.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_045_Elevator.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_046_033000_Cast_in_Place_Concrete.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_047_321216_AC_Paving.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_048.1_079200_Joint_Sealants_Hardscape.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_048.2_079200_Joint_Sealants_Hardscape_Color.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_048_079200_Joint_Sealants_Hardscape.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_049_072100_Thermal_Insulation.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_050_Aluminum_Framed_Entrances_and_Storefronts.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_051.1_087100_Door_Hardware_(Storefronts).pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_051_087100_Door_Hardware_(Storefronts).pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_052_088000_Glazing.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_053_084229.23_Sliding_Automatic_Entrances.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_054.1_122413_Roller_Window_Shades.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_054_122413_Roller_Window_Shades.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_055_Division22_Plumbing_Fixtures.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_056_083323_083326_Overhead_Coiling_Doors_and_Grilles.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_057_087516_Window_Operators.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_058.1_265100_Interior Lighting_LCP_Panel.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_058_265100_Interior Lighting.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_059_265600_Exterior_Lighting.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_060.1_051200_053100_055000_Steel_Gate12A_and_Downspouts.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_060_051200_053100_055000_Steel.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_061_262419_Motor_Controls.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_064_Painting.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_064_Painting_Interior_Exterior_Gray_Paint_Color.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_065_098600_AntiGraffiti_Coatings.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_066_Walltalkers.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_067.1_081113_081250_081416_Doors_and_Frames.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_067_081113_081250_081416_Doors_and_Frames.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_068_087100_Door_Hardware.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_069.1_102226_Operable_Partitions.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_069_102226_Operable_Partitions.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_070_084229.23_Sliding_Automatic_Entrances_Samples.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_071.2_093000_Tiling.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_071_093000_Tiling.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_072.1_095113_Acoustical_Panel_Ceilings.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_072_095113_Acoustical_Panel_Ceilings.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_073.1_095490_Linear_Plank_Ceiling_System.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_073_095490_Linear_Plank_Ceiling_System.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_074_102116_Toilet_Partitions.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_075_033000_Grout_and_Quikrete.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_076_102800_Toilet_Accessories.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_077_104413_104416_Fire_Extinguishers_and_Fire_Extinguisher_Cabinets.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_078.1_nospec_Defibrillator_Cabinets.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_078_nospec_Defibrillator_Cabinets.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_079_nospec_FRP.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_080.1_nospec_Lockers.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_080_nospec_Lockers.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_081.1_076200_Sheet_Metal.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_081_076200_Sheet_Metal.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_082_074113_Metal_Roof_Panels.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_083_074213_Metal_Wall_Panels.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_084.1_086200_Unit_Skylights.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_084_086200_Unit_Skylights.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_085_089119_Fixed_Louvers.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_086.1_074213.23_Metal_Composite_Soffit_Panels.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_086_074213.23_Metal_Composite_Soffit_Panels.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_087.1_Wood_Door_and_Interior_Window_Samples.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_087.2_Wood_Door_Samples.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_087_081250_081416_Wood_Door_and_Interior_Window_Samples.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_088_230900_Controls.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_089_075419.01_PVC_Roofing_System.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_090.1_064116_Casework.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_090.2_064116_Casework_LEED.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_090.2_064116_Casework_Trophy_Case.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_090__064116_Casework.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_091_233113_Duct_Shop_Drawings.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_092_076200_Sheet_Metal_Flashing_and_Trim_Samples.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_093.1_101423_Signage.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_093.2_101423_Signage.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_093_101423_Signage.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_094_Casework_Samples.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_095.1_Carpet_and_Resilient_Flooring.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_095_096513_Rubber_Base_Samples.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_095_Carpet_and_Resilient_Flooring.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_096_033000_Concrete_4000psi_Mix_Design.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_097_Roof_Hatch.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_098.1_262513_Switchboards_Coordination_Study.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_098.2_262513_Switchboards_Coordination_Study.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_098_262513_Switchboards_Coordination_Study.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_099_Div22and23_Additional_Anchorage_and_Support_Details.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_100_260000_Electrical_Firestopping.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_101_Resin_Panels.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_102_260533_Electrical_Concrete_Encasement.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_103.1_Testing_and_Air_Balance.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_103_Testing_and_Air_Balance.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_104_nospec_FloorSealer.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_105.1_Parking_Lot_Signage.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_105_Parking_Lot_Signage.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_HGW_CWD_106_Class_II_Base.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_SCST_CWD_046_033000_Cast_in_Place_Concrete.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_SDCCD_CWD_062_281600_Intrusion_Alarm_System.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_11310_SDCCD_CWD_063_283111_ Fire_Alarm_System.pdf,Facilities & Student Affairs (M),Submittal/Shop Dwg
CTY_GeotechInvestigation-GeologicalStudy_Report_19961108.pdf,Learning Resource Center (R),Report-Geotech
CTY_01 - 081416 - 0 - FLUSH WOOD DOORS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 017300 - 0 - LAND SURVEYING.pdf,Creative Arts (C),Submittal/Shop Dwg
"CTY_01 - 024119 - 0 - SELECTIVE STRUCTURAL DEMOLITION - Shoring, Salvage Inventory, Schedule, and Protection Plan.pdf",Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 030130 - 0 - MAINTENANCE OF CAST-IN-PLACE CONCRETE.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 033713 - 1 - SHOTCRETE.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 035216 - 0 - LIGHTWEIGHT INSULATING CONCRETE.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 035300 - 0 - LEVEL 2 SELF LEVELING - Grind and Float Floors Prod Data.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 051200 - 0 - STRUCTURAL STEEL - Shop Drawings and WPS_SDSE.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 054000 - 0 - COLD-FORMED METAL FRAMING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 054000 - 1 - COLD FORMED METAL FRAMING - BIM COORDINATED WALL SHOP DRAWINGS (LEVEL 1).pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 055000 - 1 - LIGHTING GRID.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 055100 - 1 - Steel Rails and Brackets.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 061600 - 0 - SHEATHING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 062023 - 0 - PLASTIC LAMINATE SAMPLES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 064023 - 0 - INT ARCH WOODWORK - Solid Surfacing Samples.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 071900 - 0 - WATER REPELLENT.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 072100 - 0 - INSULATION.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 075419 - 0 - POLYVINYL-CHLORIDE (PVC) ROOFING - Samples.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 076200 - 0 - Sheet Metal Flashing and Trim.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 076200 - 1 - Sheet Metal Flashing and Trim.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 077200 - 1 - ROOF ACCESSORIES - ROOF HATCH.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 078413 - 1 - PENETRATION FIRESTOPPING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 079200 - 0 - JOINT SEALANTS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 079500 - 1 - EXPANSION CONTROL - Interior Expansion Joint Covers.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 081113 - 1 - HOLLOW METAL DOORS AND FRAMES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 083113 - 0 - ACCESS DOORS AND FRAMES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 084113 - 0 - ALUMINUM-FRAMED ENTRANCES AND STOREFRONTS - SAMPLES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 085673 - 0 - SOUND CONTROL WINDOWS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 85673 - 0 - BLDG L - SOUND CONTROL WINDOWS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 087100 - 0 - HARDWARE.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 088000 - 0 - GLAZING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 088300 - 0 - MIRRORS - Product Data.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 092117 - 0 - GYPSUM BOARD SHAFT WALL ASSEMBLIES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 092216 - 1 - NON-STRUCTURAL METAL FRAMING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 092400 - 0 - PORTLAND CEMENT PLASTERING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 092900 - 0 - GYPSUM BOARD.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 093000 - 0 - TILING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 095113 - 0 - ACOUSTICAL PANEL CEILINGS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 096466 - 0 - ATHLETIC WOOD FLOORING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 096513 - 0 - RESILIENT BASE AND ACCESSORIES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 096519 - 0 - RESILIENT TILE FLOORING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 096816 - 0 - SHEET CARPETING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 098433 - 0 - SOUND-ABSORBING WALL UNITS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 098436 - 0 - SOUND-ABSORBING CEILING UNITS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 099113 - 1 - EXTERIOR PAINT.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 099123 - 1 - INTERIOR PAINT.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 099623 - 0 - GRAFFITI-RESISTANT COATINGS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 099653 - 1 - ELASTOMERIC COATINGS - Product Data - LEED Table.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 221519 - 0 - GENERAL-SERVICE PACKAGED AIR COMPRESSORS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 101100 - 0 - VISUAL DISPLAY SURFACES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 101400 - 0 - SIGNAGE - SHOP DRAWINGS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 102123 - 0 - CUBICAL CURTAINS AND TRACK.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 102600 - 0 - WALL AND DOOR PROTECTION - Shops and Samples.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 102800 - 0 - TOILET ACCESSORIES AND SHOWER DRESSING COMPARTMENTS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 104313 - 0 - DEFIBRILLATOR CABINETS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 104416 - 0 - FIRE EXTINGUISHERS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 105153 - 0 - LOCKER ROOM BENCHES - Installer Qualification.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 105626 - 0 - MOBILE STORAGE SHELVING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 116623 - 0 - GYMNASIUM EQUIPMENT - COLUMN PADS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 122200 - 0 - CURTAINS AND DRAPES (Substituion Request - Manufacturer).pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 122413 - 0 - ROLLER WINDOW SHADES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 129300 - 0 - SITE FURNISHINGS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 142400 - 0 - HYDRAULIC ELEVATORS - Samples.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 210000 - 0 - FIRE SUPPRESSION.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 211100 - 0 - FACILITY FIRE-SUPPRESSION.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 220500 - 0 - Underground Storm Drain and Sewer Pipe Slurry.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 220523 - 0 - GENERAL-DUTY VALVES FOR PLUMBING PIPING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 220553 - 0 - ID FOR PLUMBING PIPING EQUIPMENT.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 220770 - 0 - PLUMBING INSULATION.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 221116 - 0 - DOMESTIC WATER PIPING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 221119 - 0 - DOMESTIC WATER PIPING SPECIALTIES.pdf,Creative Arts (C),Submittal/Shop Dwg
"CTY_01 - 221316 - 0 - SANITARY WASTE, DRAIN, AND VENT PIPING.pdf",Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 221319 - 0 - SANITARY WASTE PIPING SPECIALTIES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 221413 - 0 - FACILITY STORM DRAIN PIPING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 221423 - 0 - STORM DRAINAGE PIPING SPECIALTIES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 221513 - 0 - COMPRESSED-AIR PIPING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 224200 - 0 - COMMERCIAL PLUMBING FIXTURES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 224700 - 0 - DRINKING FOUNTAINS AND WATER COOLERS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 224700 - 1 - DRINKING FOUNTAINS AND WATER COOLERS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 230500 - 0 - HVAC (Dry) BIM Coordinated Shop Drawings (Level 1).pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 230519 - 0 - METERS AND GAGES FOR HVAC PIPING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 230523 - 0 - GENERAL-DUTY VALVES FOR HVAC PIPING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 230529 - 0 - HANGERS AND SUPPORTS FOR HVAC PIPING AND EQUIPMENT.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 230548 - 0 - VIBRATION AND SEISMIC CONTROLS FOR HVAC PIPING AND EQUIPMENT.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 230553 - 0 - ID FOR HVAC PIPING AND EQUIPMENT.pdf,Creative Arts (C),Submittal/Shop Dwg
"CTY_01 - 230593 - 0 - TESTING, ADJUSTING, AND BALANCING FOR HVAC.pdf",Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 230700 - 0 - HVAC INSULATION.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 230900 - 0 - INSTRUMENTATION AND CONTROL FOR HVAC.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 231123 - 0 - FACILITY NATURAL-GAS PIPING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 232113 - 0 - HYDRONIC PIPING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 233113 - 0 - METAL DUCTS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 233422 - 0 - INDUSTRIAL DUST COLLECTION AND CONTROL SYSTEMS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 233423 - 0 - HVAC POWER VENTILATORS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 233600 - 0 - AIR TERMINAL UNITS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 233713 - 0 - DIFFUSERS REGISTERS AND GRILLES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 233723 - 0 - HVAC GRAVITY VENTILATORS.pdf,Creative Arts (C),Submittal/Shop Dwg
"CTY_01 - 237413 - 0 - PACKAGED, OUTDOOR, CENTRAL-STATION AIR HANDLING UNITS.pdf",Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 238126 - 0 - SPLIT-SYSTEM AIR-CONDITIONERS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 238219 - 0 - FAN COIL UNITS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 260000 - 0 - MANUAL TRANSFER SWITCH AND GENERATOR TERMINAL CABINET.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 260513 - 0 - MEDIUM VOLTAGE CABLE.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 260519 - 0 - Low Voltage Conductors and Cables.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 260526 - 0 - GROUNDING AND BONDING.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 260543 - 0 - UG FOR ELECTRICAL SYSTEMS -BERG.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 260923 - 0 - LIGHTING CONTROL DEVICES.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 261200 - 0 - MEDIUM VOLTAGE TRANSFORMERS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 262200 - 0 - LV DRY TYPE TRANSFORMERS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 262413 - 0 - DISTRIBUTION SWITCHBOARDS.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 262416 - 0 - PANELBOARDS.pdf,Creative Arts (C),Submittal/Shop Dwg
"CTY_01 - 262726 - 0 - WIRING DEVICES - Prod Data, Shop Drawings.pdf",Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 263353 - 0 - STATIC UNINTERRUPTIBLE POWER SUPPLY.pdf,Creative Arts (C),Submittal/Shop Dwg
CTY_01 - 263553 - 0 - SURGE PROTECTIVE DEVICES.pdf,Creative Arts (C),Submittal/Shop Dwg
